721,553,723,723,723,723,723,723,723,723,723,723,723,950,723,724,723,723,723,723,553,838,699,699,699,699,699,699,699,699,699,699
805,581,693,-1,666,-1,-1,-1,-1,-1,-1,-1,665,-1,665,752,693,-1,-1,-1,581,834,699,699,699,699,699,699,699,699,699,699
805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,752,-1,-1,-1,-1,-1,834,699,699,699,699,699,699,699,699,699,699
805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,752,-1,-1,-1,-1,-1,834,699,699,699,699,699,699,699,699,699,699
805,666,-1,-1,666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,752,666,-1,-1,-1,-1,834,699,699,699,699,699,699,699,699,699,699
805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,727,862,862,863,-1,-1,837,723,723,723,723,723,723,723,723,553,726
805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,581,754
805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,754
805,665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,665,754
948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,947
805,665,-1,-1,-1,-1,-1,-1,-1,-1,865,866,-1,-1,-1,-1,-1,-1,553,-1,553,-1,-1,-1,-1,-1,-1,-1,-1,-1,665,754
805,-1,-1,-1,-1,-1,-1,-1,-1,-1,893,894,-1,-1,-1,-1,-1,-1,581,-1,581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,754
805,-1,-1,889,890,890,867,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,754
805,-1,-1,-1,-1,-1,811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,553,-1,553,-1,-1,-1,-1,889,890,890,890,890,890,891
805,-1,-1,-1,865,866,811,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,581,-1,581,-1,-1,-1,-1,-1,-1,-1,-1,-1,666,754
805,-1,-1,-1,893,894,811,553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,666,754
805,693,-1,-1,-1,-1,811,581,-1,-1,-1,-1,-1,-1,665,-1,665,-1,-1,-1,-1,-1,-1,-1,-1,-1,693,-1,-1,-1,666,754
833,834,834,834,834,834,839,834,834,834,834,834,834,834,834,922,834,834,834,834,834,834,834,834,834,834,834,834,834,834,834,838
