700,701,701,701,701,701,703,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,701,703,701,701,701,701,701,701,705
756,310,309,309,309,309,731,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,731,309,309,309,309,309,308,733
756,280,281,281,281,281,731,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,731,281,281,281,281,281,282,733
756,280,281,281,281,281,731,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,731,281,281,281,281,281,282,733
756,280,281,281,281,281,731,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,731,281,281,281,281,281,282,733
756,280,281,281,281,281,731,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,731,281,281,281,281,281,282,733
756,280,281,868,869,869,734,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,731,281,281,281,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,759,281,281,281,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,281,216,217,217,217,218,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,281,282,282,282,282,282,282,282,282,281,281,281,244,245,245,245,246,281,281,282,733
840,841,841,841,841,841,841,841,841,842,281,282,816,813,813,813,813,813,813,814,282,281,281,244,245,245,245,246,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,282,789,699,699,699,699,699,699,784,282,281,281,244,245,245,245,246,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,282,761,699,699,699,699,699,699,784,282,281,281,272,273,273,273,274,281,281,282,733
756,280,281,281,281,281,281,281,281,281,281,282,789,699,699,699,699,699,699,784,282,281,281,281,281,281,281,281,281,281,282,733
756,308,309,309,309,309,309,309,309,309,309,310,789,699,699,699,699,699,699,784,308,309,309,309,309,309,309,309,309,309,310,733
812,813,813,813,813,813,813,813,813,813,813,813,817,699,699,699,699,699,699,812,813,813,813,813,813,813,813,813,813,813,813,817
